id,publisher,name,Identity,align,eye,hair,sex,alive,appearances,first_appearance,month,year,date
16024,Marvel,Robin Parrish (Earth-616),No Dual Identity,Good Characters,NA,NA,Female Characters,Living Characters,NA,"2006, March",March,2006,3/1/2006
16025,Marvel,Rook'shir (Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters,NA,"2006, December",December,2006,12/1/2006
16026,Marvel,S'Bak (Earth-616),Public Identity,NA,Green Eyes,NA,Female Characters,Living Characters,NA,"2006, June",June,2006,6/1/2006
16027,Marvel,Shadow Slayer (Earth-616),NA,NA,NA,NA,NA,Living Characters,NA,"2006, October",October,2006,10/1/2006
16028,Marvel,Shell (Shi'ar Death Commando) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"2006, February",February,2006,2/1/2006
16029,Marvel,Sir Henry (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,NA,"2006, October",October,2006,10/1/2006
16030,Marvel,Sir William (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,NA,"2006, October",October,2006,10/1/2006
16031,Marvel,Z'Reg (Earth-616),Secret Identity,Good Characters,Green Eyes,No Hair,Male Characters,Deceased Characters,NA,"2006, July",July,2006,7/1/2006
16032,Marvel,'Spinner (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,NA,"2007, November",November,2007,11/1/2007
16033,Marvel,Alan O'Neil (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,NA,"2007, June",June,2007,6/1/2007
16034,Marvel,Aphrodite (CSA) (Earth-616),Secret Identity,Good Characters,NA,NA,Female Characters,Living Characters,NA,"2007, February",February,2007,2/1/2007
16035,Marvel,Chandra (Centaurian) (Earth-616),Public Identity,Good Characters,NA,No Hair,Female Characters,Living Characters,NA,"2007, April",April,2007,4/1/2007
16036,Marvel,Eldest (Scy'ar Tal) (Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,NA,Living Characters,NA,"2007, December",December,2007,12/1/2007
16037,Marvel,Ethan Meyers (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,NA,"2007, May",May,2007,5/1/2007
16038,Marvel,Ev Teel Urizen (Earth-616),Public Identity,Bad Characters,White Eyes,NA,Male Characters,Living Characters,NA,"2007, May",May,2007,5/1/2007
16039,Marvel,Hackett Zemo (Earth-616),Public Identity,Neutral Characters,NA,Blond Hair,Male Characters,Deceased Characters,NA,"2007, May",May,2007,5/1/2007
16040,Marvel,Hartwig Zemo (Earth-616),Public Identity,Neutral Characters,NA,NA,Male Characters,Deceased Characters,NA,"2007, May",May,2007,5/1/2007
16041,Marvel,Hoffman Zemo (Earth-616),Public Identity,Neutral Characters,NA,NA,Male Characters,Living Characters,NA,"2007, July",July,2007,7/1/2007
16042,Marvel,Jazinda Kl'rt-Spawn (Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Living Characters,NA,"2007, December",December,2007,12/1/2007
16043,Marvel,K'Beer Okoye (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,NA,"2007, November",November,2007,11/1/2007
16044,Marvel,Ka'ardum (Earth-616),Public Identity,Neutral Characters,NA,Grey Hair,Male Characters,Living Characters,NA,"2007, May",May,2007,5/1/2007
16045,Marvel,Khn'nr (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,NA,"2007, March",March,2007,3/1/2007
16046,Marvel,L'Empereur du Monde Souterrain (Ren\u00e9) (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,NA,"2007, February",February,2007,2/1/2007
16047,Marvel,Leslie Kinney (Earth-616),Secret Identity,Neutral Characters,NA,NA,Female Characters,Living Characters,NA,"2007, June",June,2007,6/1/2007
16048,Marvel,Travis Parham (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,Living Characters,NA,"2007, April",April,2007,4/1/2007
16049,Marvel,Ultron V (Onslaught Reborn) (Earth-616),Public Identity,Bad Characters,Red Eyes,No Hair,NA,Living Characters,NA,"2007, March",March,2007,3/1/2007
16050,Marvel,Vyr'tal (Earth-616),Public Identity,Good Characters,White Eyes,NA,Male Characters,Living Characters,NA,"2007, December",December,2007,12/1/2007
16051,Marvel,Anitun (Triumph Division's second incarnation) (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Living Characters,NA,"2008, October",October,2008,10/1/2008
16052,Marvel,Anya (Magda's mother) (Earth-616),No Dual Identity,NA,NA,Black Hair,Female Characters,Deceased Characters,NA,"2008, November",November,2008,11/1/2008
16053,Marvel,Benjamin Grimm (Skrull) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters,NA,"2008, June",June,2008,6/1/2008
16054,Marvel,Ch'rith (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,Deceased Characters,NA,"2008, November",November,2008,11/1/2008
16055,Marvel,Dro'ge Fenu Edu (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters,NA,"2008, June",June,2008,6/1/2008
16056,Marvel,Evh'ser (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters,NA,"2008, October",October,2008,10/1/2008
16057,Marvel,Fry'lu (Earth-616),NA,Bad Characters,Green Eyes,Black Hair,Female Characters,Living Characters,NA,"2008, October",October,2008,10/1/2008
16058,Marvel,George Sims (Earth-616),No Dual Identity,NA,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,NA,"2008, November",November,2008,11/1/2008
16059,Marvel,Great Mongoose (Triumph Division's second incarnation) (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters,NA,"2008, October",October,2008,10/1/2008
16060,Marvel,Grrix (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters,NA,"2008, August",August,2008,8/1/2008
16061,Marvel,H'kurrek (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Deceased Characters,NA,"2008, October",October,2008,10/1/2008
16062,Marvel,K'rtem (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Deceased Characters,NA,"2008, September",September,2008,9/1/2008
16063,Marvel,K'vvvr (Earth-616),Public Identity,Good Characters,Green Eyes,No Hair,Male Characters,Deceased Characters,NA,"2008, September",September,2008,9/1/2008
16064,Marvel,Kly'bn (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,NA,"2008, September",September,2008,9/1/2008
16065,Marvel,Kuhul Ajaw (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"2008, June",June,2008,6/1/2008
16066,Marvel,Lou Boyle (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,NA,"2008, February",February,2008,2/1/2008
16067,Marvel,Mendez (Luminals) (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,NA,"2008, January",January,2008,1/1/2008
16068,Marvel,Mighty Mother (Triumph Division's second incarnation) (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Living Characters,NA,"2008, October",October,2008,10/1/2008
16069,Marvel,Mrs. Gwynn (Barry's wife) (Earth-616),Secret Identity,Neutral Characters,NA,Grey Hair,Female Characters,Living Characters,NA,"2008, May",May,2008,5/1/2008
16070,Marvel,N'Baku (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,Living Characters,NA,"2008, June",June,2008,6/1/2008
16071,Marvel,Nezhno's father (Earth-616),Secret Identity,Neutral Characters,NA,NA,Male Characters,Living Characters,NA,"2008, June",June,2008,6/1/2008
16072,Marvel,Nezhno's mother (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,NA,"2008, June",June,2008,6/1/2008
16073,Marvel,Pitt'o Nili (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Deceased Characters,NA,"2008, June",June,2008,6/1/2008
16074,Marvel,Red Feather (Triumph Division's second incarnation) (Earth-616),Secret Identity,Good Characters,NA,NA,Female Characters,Living Characters,NA,"2008, October",October,2008,10/1/2008
16075,Marvel,Rl'nnd (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Deceased Characters,NA,"2008, January",January,2008,1/1/2008
16076,Marvel,Rm'twr (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Deceased Characters,NA,"2008, May",May,2008,5/1/2008
16077,Marvel,Sam (Butterball's cat) (Earth-616),No Dual Identity,NA,NA,Grey Hair,NA,Living Characters,NA,"2008, July",July,2008,7/1/2008
16078,Marvel,Samuel N'Dingi (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,Living Characters,NA,"2008, May",May,2008,5/1/2008
16079,Marvel,Sar T'llrk (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Deceased Characters,NA,"2008, October",October,2008,10/1/2008
16080,Marvel,St. George (Triumph Division's second incarnation) (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,NA,"2008, October",October,2008,10/1/2008
16081,Marvel,V'lrym (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,Living Characters,NA,"2008, October",October,2008,10/1/2008
16082,Marvel,Vette (Earth-616),Secret Identity,NA,Blue Eyes,Blond Hair,Female Characters,Living Characters,NA,"2008, August",August,2008,8/1/2008
16083,Marvel,Wendigo (Canadians) (Earth-616),NA,NA,NA,NA,NA,Living Characters,NA,"2008, July",July,2008,7/1/2008
16084,Marvel,Wishing Man (Triumph Division's second incarnation) (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters,NA,"2008, October",October,2008,10/1/2008
16085,Marvel,Wor'il (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters,NA,"2008, June",June,2008,6/1/2008
16086,Marvel,X'iv (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Living Characters,NA,"2008, August",August,2008,8/1/2008
16087,Marvel,Ahura Mazda (Earth-616),NA,NA,NA,White Hair,Male Characters,Living Characters,NA,"2009, September",September,2009,9/1/2009
16088,Marvel,Ard'ran (Earth-616),No Dual Identity,Neutral Characters,Green Eyes,No Hair,Female Characters,Deceased Characters,NA,"2009, January",January,2009,1/1/2009
16089,Marvel,Candy Fraser (Earth-616),Public Identity,Neutral Characters,NA,NA,Female Characters,Deceased Characters,NA,"2009, May",May,2009,5/1/2009
16090,Marvel,Conrad O'Shea (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"2009, June",June,2009,6/1/2009
16091,Marvel,D'arun (Earth-616),Public Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Deceased Characters,NA,"2009, December",December,2009,12/1/2009
16092,Marvel,Daramulum (Earth-616),Secret Identity,Neutral Characters,NA,Black Hair,Male Characters,Living Characters,NA,"2009, September",September,2009,9/1/2009
16093,Marvel,Glitter (Shi'ar) (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Living Characters,NA,"2009, March",March,2009,3/1/2009
16094,Marvel,Gnowee (Earth-616),Secret Identity,Good Characters,NA,Brown Hair,Female Characters,Living Characters,NA,"2009, September",September,2009,9/1/2009
16095,Marvel,H'jke Jeeku (Earth-616),No Dual Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,Deceased Characters,NA,"2009, March",March,2009,3/1/2009
16096,Marvel,Horse (Shi'ar) (Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,Living Characters,NA,"2009, March",March,2009,3/1/2009
16097,Marvel,Jack O'Lantern (Levins) (Earth-616),Public Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,NA,"2009, November",November,2009,11/1/2009
16098,Marvel,John Allen Adams (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"2009, April",April,2009,4/1/2009
16099,Marvel,Julunggul (Earth-616),Secret Identity,Good Characters,NA,No Hair,Female Characters,Living Characters,NA,"2009, September",September,2009,9/1/2009
16100,Marvel,Knuckles O' Shaugnessy (Earth-616),Secret Identity,NA,Red Eyes,No Hair,Male Characters,Living Characters,NA,"2009, May",May,2009,5/1/2009
16101,Marvel,M'Toka (Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Living Characters,NA,"2009, October",October,2009,10/1/2009
16102,Marvel,Madame Curie Cho (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,NA,"2009, November",November,2009,11/1/2009
16103,Marvel,Mamaragan (Earth-616),Secret Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,NA,"2009, September",September,2009,9/1/2009
16104,Marvel,Marcia Graymalkin (Earth-616),Secret Identity,NA,NA,NA,Female Characters,Deceased Characters,NA,"2009, January",January,2009,1/1/2009
16105,Marvel,Marmoo (Earth-616),Secret Identity,Bad Characters,NA,No Hair,Male Characters,Living Characters,NA,"2009, September",September,2009,9/1/2009
16106,Marvel,N'Dega (Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Living Characters,NA,"2009, October",October,2009,10/1/2009
16107,Marvel,N'Iix (Earth-616),Public Identity,Good Characters,NA,No Hair,Male Characters,Living Characters,NA,"2009, November",November,2009,11/1/2009
16108,Marvel,N'Tomo (Earth-616),Public Identity,Good Characters,NA,No Hair,Male Characters,Living Characters,NA,"2009, November",November,2009,11/1/2009
16109,Marvel,Narahdarn (Earth-616),Secret Identity,Neutral Characters,NA,NA,Male Characters,Living Characters,NA,"2009, September",September,2009,9/1/2009
16110,Marvel,Pn'zo (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,Living Characters,NA,"2009, March",March,2009,3/1/2009
16111,Marvel,S'Kaan (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters,NA,"2009, June",June,2009,6/1/2009
16112,Marvel,T'Kan (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,NA,"2009, October",October,2009,10/1/2009
16113,Marvel,T'Korr (Earth-616),Public Identity,Neutral Characters,NA,Black Hair,Male Characters,Living Characters,NA,"2009, September",September,2009,9/1/2009
16114,Marvel,\u00c4kr\u00e4s (Earth-616),NA,NA,NA,Brown Hair,Male Characters,Living Characters,NA,"2009, September",September,2009,9/1/2009
16115,Marvel,Bone Dancer (Earth-616),Secret Identity,Bad Characters,Red Eyes,NA,Male Characters,Living Characters,NA,"2010, February",February,2010,2/1/2010
16116,Marvel,Conall O'Reilly (Earth-616),No Dual Identity,NA,NA,NA,Male Characters,Living Characters,NA,"2010, April",April,2010,4/1/2010
16117,Marvel,Daraxus Dax (Earth-616),Public Identity,Neutral Characters,Brown Eyes,No Hair,Male Characters,Living Characters,NA,"2010, May",May,2010,5/1/2010
16118,Marvel,Death's Head (Carl) (Earth-616),Secret Identity,Good Characters,Red Eyes,No Hair,Male Characters,Living Characters,NA,"2010, April",April,2010,4/1/2010
16119,Marvel,Finnan O'Bradaigh (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,NA,"2010, April",April,2010,4/1/2010
16120,Marvel,Franken's Teen (Earth-616),Secret Identity,Neutral Characters,NA,Black Hair,Male Characters,Living Characters,NA,"2010, April",April,2010,4/1/2010
16121,Marvel,Jill Hepburn (Earth-616),NA,Good Characters,NA,NA,Female Characters,Living Characters,NA,"2010, September",September,2010,9/1/2010
16122,Marvel,Kaufman (General Tod's daughter) (Earth-616),Secret Identity,NA,NA,Brown Hair,Female Characters,Living Characters,NA,"2010, February",February,2010,2/1/2010
16123,Marvel,Marera Serrano (Earth-616),NA,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,NA,"2010, August",August,2010,8/1/2010
16124,Marvel,Rhino (Kraven) (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,NA,"2010, March",March,2010,3/1/2010
16125,Marvel,Sverrik (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,Living Characters,NA,"2010, November",November,2010,11/1/2010
16126,Marvel,Tul'uth (Earth-616),NA,Bad Characters,Yellow Eyes,No Hair,Male Characters,Living Characters,NA,"2010, January",January,2010,1/1/2010
16127,Marvel,Alaka'i Ryan II (Earth-616),No Dual Identity,Good Characters,NA,Brown Hair,Male Characters,Deceased Characters,NA,"2011, February",February,2011,2/1/2011
16128,Marvel,All-Mother (Sisterhood of the Wasp) (Earth-616),No Dual Identity,NA,NA,No Hair,Female Characters,Deceased Characters,NA,"2011, November",November,2011,11/1/2011
16129,Marvel,Annie (Noh-Varr's Girlfriend) (Earth-616),Public Identity,NA,Brown Eyes,Red Hair,Female Characters,Living Characters,NA,"2011, January",January,2011,1/1/2011
16130,Marvel,Ava'Dara Naganandini (Earth-616),Secret Identity,Good Characters,White Eyes,White Hair,Female Characters,Living Characters,NA,"2011, December",December,2011,12/1/2011
16131,Marvel,Carol (Roger's wife) (Earth-616),NA,Neutral Characters,Grey Eyes,Brown Hair,Female Characters,Deceased Characters,NA,"2011, September",September,2011,9/1/2011
16132,Marvel,Dieter Skul (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,NA,"2011, December",December,2011,12/1/2011
16133,Marvel,Flash (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,NA,"2011, August",August,2011,8/1/2011
16134,Marvel,Jack O'Lantern (Crime-Master's) (Earth-616),Secret Identity,Bad Characters,Hazel Eyes,Black Hair,Male Characters,Living Characters,NA,"2011, May",May,2011,5/1/2011
